partnerId,locationId,listingId,link id,override,PL Status
402,8865314,111946590,8865314-111946590,Match,Sync
420,8865384,111946599,8865384-111946599,Match,Sync
402,8865310,111946619,8865310-111946619,Match,Sync
420,9050203,111946621,9050203-111946621,Match,Sync
420,9050203,111946622,9050203-111946622,Match,Sync
483,8865572,111946624,8865572-111946624,Match,Sync
433,8865662,111946645,8865662-111946645,Match,Sync
433,8865435,111946657,8865435-111946657,Match,Sync
395,8865559,111946661,8865559-111946661,Match,Sync
483,8865428,111946667,8865428-111946667,Match,Sync
395,8865642,111946671,8865642-111946671,Match,Sync
395,8865640,111946678,8865640-111946678,Match,Sync
420,8865454,111946681,8865454-111946681,Match,Sync
395,8865644,111946683,8865644-111946683,Match,Sync
395,8865633,111946686,8865633-111946686,Match,Sync
395,8865725,111946689,8865725-111946689,Match,Sync
420,8865427,111946691,8865427-111946691,Match,Sync
402,8865662,111946695,8865662-111946695,Match,Sync
553,8865319,111946696,8865319-111946696,Match,Sync
553,8865319,111946697,8865319-111946697,Match,Sync
553,8865317,111946702,8865317-111946702,Match,Sync
433,8865681,111946704,8865681-111946704,Match,Sync
402,8865365,111946705,8865365-111946705,Match,Sync
395,8865414,111946710,8865414-111946710,Match,Sync
553,8865667,111946715,8865667-111946715,Match,Sync
420,8865662,111946722,8865662-111946722,Match,Sync
483,8865402,111946723,8865402-111946723,Match,Sync
483,8865381,111946733,8865381-111946733,Match,Sync
553,8865708,111946734,8865708-111946734,Match,Sync
483,8865492,111946746,8865492-111946746,Match,Sync
553,8865399,111946748,8865399-111946748,Match,Sync
483,8865524,111946760,8865524-111946760,Match,Sync
402,8865435,111946763,8865435-111946763,Match,Sync
420,8865326,111946765,8865326-111946765,Match,Sync
420,8865326,111946767,8865326-111946767,Match,Sync
483,8865489,111946776,8865489-111946776,Match,Sync
483,8865468,111946780,8865468-111946780,Match,Sync
553,8865663,111946783,8865663-111946783,Match,Sync
553,8865603,111946791,8865603-111946791,Match,Sync
395,8865330,111946797,8865330-111946797,Match,Sync
395,8865534,111946798,8865534-111946798,Match,Sync
395,8865530,111946798,8865530-111946798,Match,Sync
420,8865397,111946802,8865397-111946802,Match,Sync
553,8865653,111946804,8865653-111946804,Match,Sync
553,8865581,111946806,8865581-111946806,Match,Sync
483,8865699,111946807,8865699-111946807,Match,Sync
553,8865592,111946809,8865592-111946809,Match,Sync
420,8865681,111946813,8865681-111946813,Match,Sync
553,8865651,111946817,8865651-111946817,Match,Sync
483,8865635,111946818,8865635-111946818,Match,Sync
402,8865326,111946822,8865326-111946822,Match,Sync
420,8865674,111946824,8865674-111946824,Match,Sync
553,8865652,111946825,8865652-111946825,Match,Sync
402,8865383,111946828,8865383-111946828,Match,Sync
483,8865542,111946829,8865542-111946829,Match,Sync
483,8865386,111946832,8865386-111946832,Match,Sync
483,8865555,111946833,8865555-111946833,Match,Sync
553,9049542,111946834,9049542-111946834,Match,Sync
395,8865370,111946835,8865370-111946835,Match,Sync
553,8865347,111946836,8865347-111946836,Match,Sync
483,8865666,111946837,8865666-111946837,Match,Sync
553,8865609,111946838,8865609-111946838,Match,Sync
553,8865356,111946840,8865356-111946840,Match,Sync
553,8865357,111946840,8865357-111946840,Match,Sync
402,8865681,111946841,8865681-111946841,Match,Sync
483,8865497,111946842,8865497-111946842,Match,Sync
483,8865508,111946843,8865508-111946843,Match,Sync
553,8865374,111946846,8865374-111946846,Match,Sync
553,8865374,111946847,8865374-111946847,Match,Sync
483,8865620,111946849,8865620-111946849,Match,Sync
402,8865674,111946851,8865674-111946851,Match,Sync
553,8865578,111946852,8865578-111946852,Match,Sync
483,9049616,111946853,9049616-111946853,Match,Sync
553,9049612,111946854,9049612-111946854,Match,Sync
553,8865375,111946855,8865375-111946855,Match,Sync
553,8865531,111946856,8865531-111946856,Match,Sync
483,8865559,111946858,8865559-111946858,Match,Sync
402,9049530,111946874,9049530-111946874,Match,Sync
433,8865524,111946877,8865524-111946877,Match,Sync
433,8865699,111946879,8865699-111946879,Match,Sync
433,8865546,111946883,8865546-111946883,Match,Sync
433,8865635,111946886,8865635-111946886,Match,Sync
402,8865524,111946891,8865524-111946891,Match,Sync
553,8865638,111946895,8865638-111946895,Match,Sync
553,8865329,111946897,8865329-111946897,Match,Sync
553,8865329,111946898,8865329-111946898,Match,Sync
553,8865329,111946899,8865329-111946899,Match,Sync
553,8865639,111946900,8865639-111946900,Match,Sync
553,8865328,111946906,8865328-111946906,Match,Sync
553,8865600,111946907,8865600-111946907,Match,Sync
553,8865513,111946908,8865513-111946908,Match,Sync
433,8865412,111946910,8865412-111946910,Match,Sync
553,8865714,111946911,8865714-111946911,Match,Sync
483,8865642,111946913,8865642-111946913,Match,Sync
553,8865331,111946918,8865331-111946918,Match,Sync
553,8865331,111946919,8865331-111946919,Match,Sync
483,8865640,111946921,8865640-111946921,Match,Sync
420,8865524,111946922,8865524-111946922,Match,Sync
553,8865582,111946923,8865582-111946923,Match,Sync
553,8865597,111946927,8865597-111946927,Match,Sync
553,8865647,111946933,8865647-111946933,Match,Sync
433,8865308,111946934,8865308-111946934,Match,Sync
483,8865633,111946935,8865633-111946935,Match,Sync
553,8865679,111946936,8865679-111946936,Match,Sync
483,8865725,111946942,8865725-111946942,Match,Sync
483,8865720,111946942,8865720-111946942,Match,Sync
483,8865433,111946943,8865433-111946943,Match,Sync
395,8865667,111946944,8865667-111946944,Match,Sync
420,8865699,111946947,8865699-111946947,Match,Sync
433,9050069,111946948,9050069-111946948,Match,Sync
553,8865622,111946949,8865622-111946949,Match,Sync
483,8865501,111946951,8865501-111946951,Match,Sync
402,8865699,111946952,8865699-111946952,Match,Sync
420,8865635,111946953,8865635-111946953,Match,Sync
553,8865499,111946954,8865499-111946954,Match,Sync
395,8865708,111946956,8865708-111946956,Match,Sync
420,8865546,111946958,8865546-111946958,Match,Sync
395,8865399,111946960,8865399-111946960,Match,Sync
483,8865500,111946962,8865500-111946962,Match,Sync
483,8865729,111946963,8865729-111946963,Match,Sync
402,8865546,111946964,8865546-111946964,Match,Sync
483,8865414,111946965,8865414-111946965,Match,Sync
395,8865448,111946966,8865448-111946966,Match,Sync
402,8865635,111946967,8865635-111946967,Match,Sync
483,8865503,111946968,8865503-111946968,Match,Sync
402,8865542,111946969,8865542-111946969,Match,Sync
395,8865603,111946970,8865603-111946970,Match,Sync
402,8865542,111946972,8865542-111946972,Match,Sync
395,8865581,111946973,8865581-111946973,Match,Sync
483,8865629,111946974,8865629-111946974,Match,Sync
395,8865653,111946975,8865653-111946975,Match,Sync
420,8865412,111946976,8865412-111946976,Match,Sync
433,8865668,111946977,8865668-111946977,Match,Sync
483,8865298,111946979,8865298-111946979,Match,Sync
395,8865592,111946980,8865592-111946980,Match,Sync
483,8865389,111946981,8865389-111946981,Match,Sync
483,8865516,111946985,8865516-111946985,Match,Sync
402,8865412,111946986,8865412-111946986,Match,Sync
483,8865302,111946987,8865302-111946987,Match,Sync
483,8865522,111946988,8865522-111946988,Match,Sync
420,8865308,111946990,8865308-111946990,Match,Sync
420,9050069,111946991,9050069-111946991,Match,Sync
420,9050069,111946992,9050069-111946992,Match,Sync
483,8865301,111946993,8865301-111946993,Match,Sync
402,9050069,111946996,9050069-111946996,Match,Sync
402,9050069,111946997,9050069-111946997,Match,Sync
483,8865330,111946999,8865330-111946999,Match,Sync
433,8865559,111947019,8865559-111947019,Match,Sync
402,8865668,111947021,8865668-111947021,Match,Sync
433,8865642,111947022,8865642-111947022,Match,Sync
433,8865640,111947023,8865640-111947023,Match,Sync
402,8865598,111947024,8865598-111947024,Match,Sync
433,8865644,111947026,8865644-111947026,Match,Sync
433,8865633,111947029,8865633-111947029,Match,Sync
402,8865559,111947030,8865559-111947030,Match,Sync
402,8865642,111947036,8865642-111947036,Match,Sync
402,8865640,111947037,8865640-111947037,Match,Sync
395,8865652,111947039,8865652-111947039,Match,Sync
420,8865598,111947042,8865598-111947042,Match,Sync
402,8865644,111947043,8865644-111947043,Match,Sync
395,9049542,111947045,9049542-111947045,Match,Sync
395,8865355,111947046,8865355-111947046,Match,Sync
395,8865609,111947049,8865609-111947049,Match,Sync
395,8865609,111947050,8865609-111947050,Match,Sync
420,8865559,111947052,8865559-111947052,Match,Sync
420,8865642,111947053,8865642-111947053,Match,Sync
483,8865398,111947054,8865398-111947054,Match,Sync
483,8865439,111947055,8865439-111947055,Match,Sync
420,8865640,111947057,8865640-111947057,Match,Sync
483,8865460,111947058,8865460-111947058,Match,Sync
420,8865644,111947060,8865644-111947060,Match,Sync
483,8865424,111947061,8865424-111947061,Match,Sync
483,8865727,111947064,8865727-111947064,Match,Sync
402,8865633,111947065,8865633-111947065,Match,Sync
420,8865633,111947066,8865633-111947066,Match,Sync
433,8865414,111947067,8865414-111947067,Match,Sync
395,8865374,111947071,8865374-111947071,Match,Sync
483,8865496,111947072,8865496-111947072,Match,Sync
483,8865309,111947073,8865309-111947073,Match,Sync
483,8865307,111947073,8865307-111947073,Match,Sync
420,8865720,111947074,8865720-111947074,Match,Sync
420,8865720,111947075,8865720-111947075,Match,Sync
395,8865578,111947078,8865578-111947078,Match,Sync
483,8865719,111947084,8865719-111947084,Match,Sync
395,8865531,111947086,8865531-111947086,Match,Sync
395,8865378,111947089,8865378-111947089,Match,Sync
395,8865638,111947096,8865638-111947096,Match,Sync
395,8865600,111947102,8865600-111947102,Match,Sync
395,8865329,111947103,8865329-111947103,Match,Sync
395,8865639,111947106,8865639-111947106,Match,Sync
395,8865328,111947108,8865328-111947108,Match,Sync
483,8865472,111947111,8865472-111947111,Match,Sync
483,8865335,111947113,8865335-111947113,Match,Sync
483,8865387,111947201,8865387-111947201,Match,Sync
483,8865382,111947212,8865382-111947212,Match,Sync
483,8865626,111947230,8865626-111947230,Match,Sync
402,8865414,111947250,8865414-111947250,Match,Sync
420,8865414,111947285,8865414-111947285,Match,Sync
402,8865519,111947305,8865519-111947305,Match,Sync
433,8865330,111947381,8865330-111947381,Match,Sync
433,8865534,111947392,8865534-111947392,Match,Sync
433,8865530,111947392,8865530-111947392,Match,Sync
402,8865522,111947431,8865522-111947431,Match,Sync
433,8865398,111947448,8865398-111947448,Match,Sync
395,8865714,111947465,8865714-111947465,Match,Sync
395,8865566,111947482,8865566-111947482,Match,Sync
420,8865519,111947485,8865519-111947485,Match,Sync
483,8865432,111947486,8865432-111947486,Match,Sync
395,8865597,111947488,8865597-111947488,Match,Sync
420,8865629,111947490,8865629-111947490,Match,Sync
420,8865629,111947491,8865629-111947491,Match,Sync
395,8865647,111947503,8865647-111947503,Match,Sync
483,8865318,111947525,8865318-111947525,Match,Sync
483,8865315,111947540,8865315-111947540,Match,Sync
395,8865622,111947549,8865622-111947549,Match,Sync
483,8865320,111947561,8865320-111947561,Match,Sync
402,8865330,111947587,8865330-111947587,Match,Sync
483,8865319,111947589,8865319-111947589,Match,Sync
420,8865522,111947603,8865522-111947603,Match,Sync
483,8865321,111947628,8865321-111947628,Match,Sync
483,8865317,111947641,8865317-111947641,Match,Sync
483,8865619,111947648,8865619-111947648,Match,Sync
402,8865530,111947650,8865530-111947650,Match,Sync
483,8865442,111947658,8865442-111947658,Match,Sync
483,8865708,111947663,8865708-111947663,Match,Sync
483,8865445,111947669,8865445-111947669,Match,Sync
483,8865425,111947673,8865425-111947673,Match,Sync
483,8865440,111947698,8865440-111947698,Match,Sync
420,8865330,111947708,8865330-111947708,Match,Sync
483,8865394,111947713,8865394-111947713,Match,Sync
483,8865621,111947722,8865621-111947722,Match,Sync
483,8865580,111947738,8865580-111947738,Match,Sync
483,8865448,111947747,8865448-111947747,Match,Sync
420,8865530,111947883,8865530-111947883,Match,Sync
420,8865534,111947884,8865534-111947884,Match,Sync
420,9049820,111947935,9049820-111947935,Match,Sync
420,9049820,111947936,9049820-111947936,Match,Sync
483,8865473,111947959,8865473-111947959,Match,Sync
402,8865370,111948062,8865370-111948062,Match,Sync
402,8865370,111948063,8865370-111948063,Match,Sync
483,8865458,111948065,8865458-111948065,Match,Sync
433,8865717,111948074,8865717-111948074,Match,Sync
420,8865439,111948081,8865439-111948081,Match,Sync
483,8865603,111948094,8865603-111948094,Match,Sync
483,8865653,111948131,8865653-111948131,Match,Sync
483,8865652,111948210,8865652-111948210,Match,Sync
483,8865477,111948259,8865477-111948259,Match,Sync
402,8865335,111948262,8865335-111948262,Match,Sync
420,8865309,111948263,8865309-111948263,Match,Sync
420,8865370,111948266,8865370-111948266,Match,Sync
420,8865370,111948267,8865370-111948267,Match,Sync
483,8865475,111948268,8865475-111948268,Match,Sync
483,8865480,111948277,8865480-111948277,Match,Sync
483,8865479,111948285,8865479-111948285,Match,Sync
402,8865717,111948293,8865717-111948293,Match,Sync
483,9049542,111948307,9049542-111948307,Match,Sync
483,8865498,111948308,8865498-111948308,Match,Sync
483,9049542,111948308,9049542-111948308,Match,Sync
483,8865724,111948308,8865724-111948308,Match,Sync
483,8865609,111948350,8865609-111948350,Match,Sync
483,8865357,111948361,8865357-111948361,Match,Sync
483,8865356,111948361,8865356-111948361,Match,Sync
483,8865355,111948361,8865355-111948361,Match,Sync
420,8865335,111948370,8865335-111948370,Match,Sync
420,8865335,111948371,8865335-111948371,Match,Sync
483,8865348,111948381,8865348-111948381,Match,Sync
483,8865362,111948385,8865362-111948385,Match,Sync
483,8865359,111948392,8865359-111948392,Match,Sync
420,8865717,111948393,8865717-111948393,Match,Sync
483,8865354,111948404,8865354-111948404,Match,Sync
483,8865351,111948404,8865351-111948404,Match,Sync
483,8865358,111948412,8865358-111948412,Match,Sync
483,8865361,111948434,8865361-111948434,Match,Sync
433,8865319,111948460,8865319-111948460,Match,Sync
433,8865570,111948461,8865570-111948461,Match,Sync
402,8865318,111948583,8865318-111948583,Match,Sync
433,8865667,111948598,8865667-111948598,Match,Sync
402,8865319,111948659,8865319-111948659,Match,Sync
420,8865382,111948671,8865382-111948671,Match,Sync
420,8865626,111948700,8865626-111948700,Match,Sync
433,8865399,111948715,8865399-111948715,Match,Sync
402,8865667,111948742,8865667-111948742,Match,Sync
483,8865375,111948780,8865375-111948780,Match,Sync
402,8865708,111948792,8865708-111948792,Match,Sync
402,8865708,111948793,8865708-111948793,Match,Sync
483,8865578,111948805,8865578-111948805,Match,Sync
483,9049612,111948826,9049612-111948826,Match,Sync
483,8865376,111948838,8865376-111948838,Match,Sync
420,8865320,111948858,8865320-111948858,Match,Sync
420,8865320,111948860,8865320-111948860,Match,Sync
483,8865378,111948862,8865378-111948862,Match,Sync
483,8865531,111948866,8865531-111948866,Match,Sync
433,8865663,111948870,8865663-111948870,Match,Sync
420,8865319,111948876,8865319-111948876,Match,Sync
420,8865570,111948877,8865570-111948877,Match,Sync
483,8865638,111948883,8865638-111948883,Match,Sync
483,8865329,111948934,8865329-111948934,Match,Sync
420,8865667,111948954,8865667-111948954,Match,Sync
483,8865600,111948955,8865600-111948955,Match,Sync
420,8865442,111948977,8865442-111948977,Match,Sync
483,8865328,111948986,8865328-111948986,Match,Sync
483,8865513,111949001,8865513-111949001,Match,Sync
483,8865331,111949021,8865331-111949021,Match,Sync
402,8865399,111949037,8865399-111949037,Match,Sync
483,8865714,111949049,8865714-111949049,Match,Sync
433,8865603,111949054,8865603-111949054,Match,Sync
420,8865708,111949056,8865708-111949056,Match,Sync
420,8865708,111949057,8865708-111949057,Match,Sync
483,9050075,111949084,9050075-111949084,Match,Sync
402,8865448,111949112,8865448-111949112,Match,Sync
483,8865367,111949142,8865367-111949142,Match,Sync
483,8865679,111949151,8865679-111949151,Match,Sync
433,8865581,111949174,8865581-111949174,Match,Sync
433,8865653,111949185,8865653-111949185,Match,Sync
433,8865592,111949209,8865592-111949209,Match,Sync
402,8865663,111949211,8865663-111949211,Match,Sync
483,8865369,111949265,8865369-111949265,Match,Sync
483,8865371,111949265,8865371-111949265,Match,Sync
433,8865652,111949279,8865652-111949279,Match,Sync
402,8865603,111949354,8865603-111949354,Match,Sync
402,8865581,111949359,8865581-111949359,Match,Sync
402,8865653,111949415,8865653-111949415,Match,Sync
402,8865592,111949437,8865592-111949437,Match,Sync
402,8865651,111949458,8865651-111949458,Match,Sync
402,8865652,111949472,8865652-111949472,Match,Sync
483,8865372,111949549,8865372-111949549,Match,Sync
433,8865609,111949608,8865609-111949608,Match,Sync
483,8865392,111949609,8865392-111949609,Match,Sync
483,8865391,111949638,8865391-111949638,Match,Sync
420,8865663,111949639,8865663-111949639,Match,Sync
483,8865499,111949674,8865499-111949674,Match,Sync
483,8865393,111949716,8865393-111949716,Match,Sync
402,9049542,111949823,9049542-111949823,Match,Sync
402,8865724,111949823,8865724-111949823,Match,Sync
420,8865603,111949952,8865603-111949952,Match,Sync
402,8865609,111950036,8865609-111950036,Match,Sync
420,8865653,111950058,8865653-111950058,Match,Sync
420,8865581,111950061,8865581-111950061,Match,Sync
433,8865374,111950197,8865374-111950197,Match,Sync
433,9049612,111950242,9049612-111950242,Match,Sync
433,8865578,111950253,8865578-111950253,Match,Sync
433,8865378,111950308,8865378-111950308,Match,Sync
420,8865592,111950324,8865592-111950324,Match,Sync
420,8865651,111950358,8865651-111950358,Match,Sync
420,8865652,111950361,8865652-111950361,Match,Sync
420,8865477,111950381,8865477-111950381,Match,Sync
420,9049542,111950384,9049542-111950384,Match,Sync
433,8865531,111950423,8865531-111950423,Match,Sync
402,8865374,111950444,8865374-111950444,Match,Sync
402,8865374,111950445,8865374-111950445,Match,Sync
402,8865375,111950456,8865375-111950456,Match,Sync
420,8865609,111950471,8865609-111950471,Match,Sync
402,8865578,111950472,8865578-111950472,Match,Sync
433,8865638,111950474,8865638-111950474,Match,Sync
402,9049612,111950492,9049612-111950492,Match,Sync
433,8865639,111950551,8865639-111950551,Match,Sync
402,8865531,111950570,8865531-111950570,Match,Sync
433,8865600,111950581,8865600-111950581,Match,Sync
420,8865348,111950593,8865348-111950593,Match,Sync
402,8865638,111950597,8865638-111950597,Match,Sync
433,8865328,111950600,8865328-111950600,Match,Sync
433,8865513,111950687,8865513-111950687,Match,Sync
402,8865329,111950695,8865329-111950695,Match,Sync
433,8865331,111950700,8865331-111950700,Match,Sync
402,8865639,111950713,8865639-111950713,Match,Sync
402,8865600,111950719,8865600-111950719,Match,Sync
402,8865328,111950730,8865328-111950730,Match,Sync
402,8865513,111950806,8865513-111950806,Match,Sync
402,8865331,111950853,8865331-111950853,Match,Sync
402,8865331,111950854,8865331-111950854,Match,Sync
433,8865566,111950864,8865566-111950864,Match,Sync
433,8865582,111950887,8865582-111950887,Match,Sync
402,8865714,111950892,8865714-111950892,Match,Sync
433,8865679,111950952,8865679-111950952,Match,Sync
402,9049538,111950954,9049538-111950954,Match,Sync
433,8865371,111950968,8865371-111950968,Match,Sync
420,8865374,111950983,8865374-111950983,Match,Sync
420,8865374,111950984,8865374-111950984,Match,Sync
420,8865375,111950988,8865375-111950988,Match,Sync
420,8865375,111950989,8865375-111950989,Match,Sync
420,8865578,111951026,8865578-111951026,Match,Sync
420,9049612,111951027,9049612-111951027,Match,Sync
420,9049612,111951028,9049612-111951028,Match,Sync
402,9050075,111951077,9050075-111951077,Match,Sync
420,8865638,111951114,8865638-111951114,Match,Sync
420,8865531,111951115,8865531-111951115,Match,Sync
402,8865566,111951119,8865566-111951119,Match,Sync
402,8865582,111951167,8865582-111951167,Match,Sync
420,8865683,111951180,8865683-111951180,Match,Sync
420,8865683,111951182,8865683-111951182,Match,Sync
402,8865647,111951199,8865647-111951199,Match,Sync
420,8865329,111951298,8865329-111951298,Match,Sync
420,8865329,111951301,8865329-111951301,Match,Sync
420,8865329,111951302,8865329-111951302,Match,Sync
402,8865679,111951323,8865679-111951323,Match,Sync
433,8865622,111951326,8865622-111951326,Match,Sync
420,8865600,111951371,8865600-111951371,Match,Sync
402,8865622,111951485,8865622-111951485,Match,Sync
420,8865328,111951488,8865328-111951488,Match,Sync
420,8865513,111951567,8865513-111951567,Match,Sync
420,8865331,111951611,8865331-111951611,Match,Sync
420,8865331,111951612,8865331-111951612,Match,Sync
420,8865714,111951679,8865714-111951679,Match,Sync
420,8865647,111951780,8865647-111951780,Match,Sync
420,8865582,111951782,8865582-111951782,Match,Sync
420,8865679,111951871,8865679-111951871,Match,Sync
420,8865368,111951893,8865368-111951893,Match,Sync
420,8865392,111951999,8865392-111951999,Match,Sync
420,8865622,111952064,8865622-111952064,Match,Sync
420,8865499,111952115,8865499-111952115,Match,Sync
483,9050054,113278904,9050054-113278904,Match,Sync
483,9049792,113613728,9049792-113613728,Match,Sync
661,8865301,114789892,8865301-114789892,Match,Sync
656,8865301,114790055,8865301-114790055,Match,Sync
550,9049468,115406519,9049468-115406519,Match,Sync
550,9049467,115406519,9049467-115406519,Match,Sync
505,9049674,115431023,9049674-115431023,Match,Sync
433,9049472,11615072,9049472-11615072,Match,Sync
433,9049471,11615072,9049471-11615072,Match,Sync
505,9049487,119021227,9049487-119021227,Match,Sync
439,8865567,119030447,8865567-119030447,Match,Sync
638,9049902,119607085,9049902-119607085,Match,Sync
553,8865569,12064821,8865569-12064821,Match,Sync
553,8865561,12064844,8865561-12064844,Match,Sync
553,8865691,12064866,8865691-12064866,Match,Sync
553,8865690,12065022,8865690-12065022,Match,Sync
553,8865574,12065073,8865574-12065073,Match,Sync
553,8865575,12065073,8865575-12065073,Match,Sync
553,8865590,12065236,8865590-12065236,Match,Sync
553,8865594,12065284,8865594-12065284,Match,Sync
420,8865590,12065731,8865590-12065731,Match,Sync
433,8865539,12066074,8865539-12066074,Match,Sync
402,8865539,12066081,8865539-12066081,Match,Sync
505,9049684,121659648,9049684-121659648,Match,Sync
505,9049918,121710058,9049918-121710058,Match,Sync
505,8865611,121710058,8865611-121710058,Match,Sync
505,8865612,121710058,8865612-121710058,Match,Sync
505,8865614,121710058,8865614-121710058,Match,Sync
505,8865615,121710058,8865615-121710058,Match,Sync
505,9049479,121734350,9049479-121734350,Match,Sync
505,9049480,121734350,9049480-121734350,Match,Sync
505,8865564,121734442,8865564-121734442,Match,Sync
505,8865565,121734442,8865565-121734442,Match,Sync
439,8865707,122364168,8865707-122364168,Match,Sync
716,8865667,123382214,8865667-123382214,Match,Sync
550,8865667,123676580,8865667-123676580,Match,Sync
638,8865667,123857050,8865667-123857050,Match,Sync
662,8865667,125834810,8865667-125834810,Match,Sync
505,8865667,126053780,8865667-126053780,Match,Sync
440,8865685,12668698,8865685-12668698,Match,Sync
638,8865596,130597594,8865596-130597594,Match,Sync
505,8865523,130683535,8865523-130683535,Match,Sync
439,9049605,131645267,9049605-131645267,Match,Sync
505,8865398,133930727,8865398-133930727,Match,Sync
462,9049740,134516372,9049740-134516372,Match,Sync
462,9049739,134516373,9049739-134516373,Match,Sync
462,9049896,134516376,9049896-134516376,Match,Sync
462,9049896,134516377,9049896-134516377,Match,Sync
462,8865311,134516384,8865311-134516384,Match,Sync
462,8865314,134516384,8865314-134516384,Match,Sync
462,8865592,134516388,8865592-134516388,Match,Sync
462,8865331,134516392,8865331-134516392,Match,Sync
462,9049538,134516393,9049538-134516393,Match,Sync
462,9049538,134516394,9049538-134516394,Match,Sync
553,9049739,134516396,9049739-134516396,Match,Sync
553,8865331,134516399,8865331-134516399,Match,Sync
462,9049938,134516400,9049938-134516400,Match,Sync
462,9049989,134516401,9049989-134516401,Match,Sync
462,9050039,134516403,9050039-134516403,Match,Sync
462,9050153,134516404,9050153-134516404,Match,Sync
553,9049989,134516407,9049989-134516407,Match,Sync
462,8865329,134516410,8865329-134516410,Match,Sync
462,8865659,134516415,8865659-134516415,Match,Sync
462,8865690,134516417,8865690-134516417,Match,Sync
553,9050039,134516418,9050039-134516418,Match,Sync
462,8865684,134516421,8865684-134516421,Match,Sync
462,8865505,134516424,8865505-134516424,Match,Sync
462,8865686,134516427,8865686-134516427,Match,Sync
553,9049662,134516431,9049662-134516431,Match,Sync
553,8865684,134516438,8865684-134516438,Match,Sync
553,9049734,134516440,9049734-134516440,Match,Sync
483,9049739,134516441,9049739-134516441,Match,Sync
420,9049739,134516447,9049739-134516447,Match,Sync
553,8865505,134516449,8865505-134516449,Match,Sync
553,8865320,134516454,8865320-134516454,Match,Sync
483,9049754,134516459,9049754-134516459,Match,Sync
402,9049896,134516460,9049896-134516460,Match,Sync
402,9049739,134516467,9049739-134516467,Match,Sync
402,9049754,134516483,9049754-134516483,Match,Sync
395,9049739,134516508,9049739-134516508,Match,Sync
483,8865592,134516514,8865592-134516514,Match,Sync
433,9049754,134516525,9049754-134516525,Match,Sync
420,9049989,134516548,9049989-134516548,Match,Sync
420,9050039,134516553,9050039-134516553,Match,Sync
395,9049989,134516576,9049989-134516576,Match,Sync
395,9050039,134516578,9050039-134516578,Match,Sync
402,9049989,134516581,9049989-134516581,Match,Sync
402,9050039,134516589,9050039-134516589,Match,Sync
420,8865659,134516599,8865659-134516599,Match,Sync
433,9049989,134516602,9049989-134516602,Match,Sync
395,8865659,134516604,8865659-134516604,Match,Sync
433,9050039,134516605,9050039-134516605,Match,Sync
395,8865690,134516606,8865690-134516606,Match,Sync
483,9049925,134516611,9049925-134516611,Match,Sync
395,8865686,134516614,8865686-134516614,Match,Sync
395,8865505,134516618,8865505-134516618,Match,Sync
483,9049989,134516625,9049989-134516625,Match,Sync
483,9050039,134516627,9050039-134516627,Match,Sync
420,8865690,134516628,8865690-134516628,Match,Sync
420,8865684,134516634,8865684-134516634,Match,Sync
420,8865686,134516636,8865686-134516636,Match,Sync
483,9050153,134516653,9050153-134516653,Match,Sync
402,8865329,134516662,8865329-134516662,Match,Sync
402,8865659,134516666,8865659-134516666,Match,Sync
420,8865505,134516672,8865505-134516672,Match,Sync
402,8865690,134516673,8865690-134516673,Match,Sync
402,8865684,134516686,8865684-134516686,Match,Sync
402,8865686,134516689,8865686-134516689,Match,Sync
402,8865505,134516696,8865505-134516696,Match,Sync
433,8865329,134516726,8865329-134516726,Match,Sync
433,8865659,134516740,8865659-134516740,Match,Sync
433,8865684,134516758,8865684-134516758,Match,Sync
433,8865690,134516759,8865690-134516759,Match,Sync
433,8865686,134516762,8865686-134516762,Match,Sync
433,8865505,134516769,8865505-134516769,Match,Sync
483,8865659,134516794,8865659-134516794,Match,Sync
483,8865690,134516801,8865690-134516801,Match,Sync
483,8865684,134516821,8865684-134516821,Match,Sync
483,8865686,134516835,8865686-134516835,Match,Sync
483,8865505,134516864,8865505-134516864,Match,Sync
462,9050204,134519391,9050204-134519391,Match,Sync
553,9050204,134519394,9050204-134519394,Match,Sync
553,9050204,134519395,9050204-134519395,Match,Sync
420,9050204,134519402,9050204-134519402,Match,Sync
402,9050204,134519406,9050204-134519406,Match,Sync
402,9050204,134519407,9050204-134519407,Match,Sync
433,9050204,134519445,9050204-134519445,Match,Sync
433,9050204,134519446,9050204-134519446,Match,Sync
483,8865667,136626501,8865667-136626501,Match,Sync
512,8865624,140966243,8865624-140966243,Match,Sync
767,8865567,142938937,8865567-142938937,Match,Sync
553,9049649,152820599,9049649-152820599,Match,Sync
553,9049757,152822760,9049757-152822760,Match,Sync
505,9049649,152849895,9049649-152849895,Match,Sync
505,9049757,152853676,9049757-152853676,Match,Sync
433,9049649,152858239,9049649-152858239,Match,Sync
433,9049757,152862352,9049757-152862352,Match,Sync
662,9049757,152876502,9049757-152876502,Match,Sync
483,8865644,153906481,8865644-153906481,Match,Sync
553,8865654,153906902,8865654-153906902,Match,Sync
638,8865644,153908137,8865644-153908137,Match,Sync
550,8865644,153908286,8865644-153908286,Match,Sync
563,8865644,153908623,8865644-153908623,Match,Sync
638,8865654,153909326,8865654-153909326,Match,Sync
544,8865644,153909375,8865644-153909375,Match,Sync
433,8865654,153909601,8865654-153909601,Match,Sync
638,8865640,153910020,8865640-153910020,Match,Sync
638,8865642,153910089,8865642-153910089,Match,Sync
550,8865654,153910237,8865654-153910237,Match,Sync
